isin,symbol,action_type,raw_subject,ratio_factor,ex_date,source
INE216A01014,BRITANNIA,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2018-11-29,nse_corp_actions:equities
INE216A01014,BRITANNIA,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2010-09-08,nse_corp_actions:equities
INE118H01025,BSE,bonus,Bonus 2:1,3.0,2025-05-23,nse_corp_actions:equities
INE118H01025,BSE,bonus,Bonus 2:1,3.0,2022-03-21,nse_corp_actions:equities
INE032Z01012,BSHSL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2022-09-23,nse_corp_actions:equities
326841,BSHSL,bonus,BONUS 1:3,1.333333,2020-08-27,nse_corp_actions:sme
311689,BSHSL,bonus,BONUS 1:5,1.2,2019-10-22,nse_corp_actions:sme
INE043K01011,BSLIMITED,split,Face Value Split From Rs 10/- To Re 1/-,10.0,2014-01-21,nse_corp_actions:equities
INE043K01011,BSLIMITED,bonus,Bonus 1:1,2.0,2013-09-30,nse_corp_actions:equities
INE836A01035,BSOFT,bonus,Bonus 1:1,2.0,2012-03-13,nse_corp_actions:equities
INE0EEJ01015,BTML,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-04-05,nse_corp_actions:equities
378398,BTML,bonus,BONUS 4:1,5.0,2022-09-23,nse_corp_actions:sme
,BURNPUR,split,Yahoo Finance (Ratio: 0.2),0.2,2025-01-30,yfinance
INE596I01012,CAMS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2025-12-05,nse_corp_actions:equities
INE476A01014,CANBK,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2024-05-15,nse_corp_actions:equities
INE477A01012,CANFINHOME,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2017-10-12,nse_corp_actions:equities
INE068L01016,CANTABIL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2023-11-02,nse_corp_actions:equities
,CANTABIL,split,Yahoo Finance (Ratio: 5.0),5.0,2023-10-20,yfinance
INE120A01026,CARBORUNIV,split,Face Value Split From Rs.2/- To Re.1/-,2.0,2011-10-05,nse_corp_actions:equities
INE068D01021,CASTEXTECH,bonus,Bonus 1:1,2.0,2011-11-21,nse_corp_actions:equities
INE172A01019,CASTROL,bonus,Bonus 1:1,2.0,2012-09-04,nse_corp_actions:equities
INE172A01019,CASTROL,bonus,Bonus 1:1,2.0,2010-04-09,nse_corp_actions:equities
INE172A01027,CASTROLIND,bonus,Bonus 1:1,2.0,2017-12-21,nse_corp_actions:equities
INE483S01020,CCAVENUE,bonus,Bonus 1:1,2.0,2022-03-14,nse_corp_actions:equities
INE483S01020,CCAVENUE,bonus,Bonus 1:1,2.0,2021-03-18,nse_corp_actions:equities
INE483S01020,CCAVENUE,split,Annual General Meeting/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2017-08-31,nse_corp_actions:equities
INE429I01024,CCCL,split,Fv Split Rs.10 To Rs.2,5.0,2010-02-10,nse_corp_actions:equities
INE421D01014,CCL,bonus+split,Bonus 1:1 And Face Value Split From Rs.10/- To Rs.2/-,10.0,2013-08-19,nse_corp_actions:equities
INE736A01011,CDSL,bonus,Bonus 1:1,2.0,2024-08-23,nse_corp_actions:equities
418962,CELLECOR,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,10.0,2024-08-09,nse_corp_actions:sme
INE686A01026,CEMPRO,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2015-08-21,nse_corp_actions:equities
INE348B01021,CENTURYPLY,split,Fv Split Rs.10/- To Re.1/,10.0,2008-04-24,nse_corp_actions:equities
INE739E01017,CERA,bonus,Bonus 1:1,2.0,2010-09-02,nse_corp_actions:equities
INE486A01013,CESC,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2021-09-17,nse_corp_actions:equities
INE180C01018,CGCL,bonus,Bonus 1:1,2.0,2024-03-05,nse_corp_actions:equities
INE180C01018,CGCL,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2024-03-05,nse_corp_actions:equities
INE067A01029,CGPOWER,bonus,Bonus 3:4,1.75,2010-03-08,nse_corp_actions:equities
INE067A01029,CGPOWER,bonus,Bonus 2:5,1.4,2006-12-14,nse_corp_actions:equities
INE067A01029,CGPOWER,split,Fv Split Rs.10/- To Rs.2/,5.0,2006-08-10,nse_corp_actions:equities
INE102B01014,CHOICEIN,bonus,Bonus 1:1,2.0,2024-02-20,nse_corp_actions:equities
INE102B01014,CHOICEIN,bonus,Bonus 1:1,2.0,2022-09-22,nse_corp_actions:equities
INE121A01016,CHOLAFIN,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2019-06-14,nse_corp_actions:equities
INE039B01026,CINEVISTA,split,Fv Split Rs.10/- To Rs.2/,5.0,2008-01-22,nse_corp_actions:equities
INE059A01026,CIPLA,bonus,Bonus 3:2,2.5,2006-04-24,nse_corp_actions:equities
INE987C01024,CLASSIC,split,Fv Split Rs.10/- To Rs.2/,5.0,2008-01-11,nse_corp_actions:equities
INE201M01011,CLEDUCATE,bonus,Bonus 1:1,2.0,2022-12-16,nse_corp_actions:equities
INE201M01011,CLEDUCATE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2021-09-30,nse_corp_actions:equities
389855,CLOUD,bonus,BONUS 1:1,2.0,2023-05-12,nse_corp_actions:sme
389849,CLOUD,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,2.0,2023-05-12,nse_corp_actions:sme
INE378J01013,CMAHENDRA,bonus,Bonus 1:1,2.0,2015-06-18,nse_corp_actions:equities
INE314A01017,CMC,bonus,Dividend Rs.20/- Per Share And Bonus 1:1,2.0,2011-06-08,nse_corp_actions:equities
,CMMIPL,split,Yahoo Finance (Ratio: 0.01),0.01,2025-04-24,yfinance
,CMMIPL,split,Yahoo Finance (Ratio: 0.01),0.01,2025-04-15,yfinance
300563,CNL,bonus,BONUS 1 : 1,2.0,2019-06-25,nse_corp_actions:sme
INE377E01016,COASTCORP,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2025-03-04,nse_corp_actions:equities
INE704P01017,COCHINSHIP,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2024-01-10,nse_corp_actions:equities
INE591G01017,COFORGE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2025-06-04,nse_corp_actions:equities
INE591G01017,COFORGE,bonus,Bonus 1:2,1.5,2007-08-30,nse_corp_actions:equities
INE03QK01018,COHANCE,bonus,Bonus 1:1,2.0,2020-09-25,nse_corp_actions:equities
INE259A01022,COLPAL,bonus,Bonus 1:1,2.0,2015-09-23,nse_corp_actions:equities
INE070C01029,COMPINFO,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2017-02-16,nse_corp_actions:equities
INE111A01017,CONCOR,bonus,Bonus 1:4,1.25,2025-07-04,nse_corp_actions:equities
INE111A01017,CONCOR,bonus,Bonus 1:4,1.25,2019-02-04,nse_corp_actions:equities
INE111A01017,CONCOR,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2018-06-26,nse_corp_actions:equities
INE111A01017,CONCOR,bonus,Bonus 1:4,1.25,2017-04-05,nse_corp_actions:equities
INE111A01017,CONCOR,bonus,Bonus 1:2,1.5,2013-09-06,nse_corp_actions:equities
315685,CONTI,bonus,BONUS 1:1.5,2.0,2020-02-13,nse_corp_actions:sme
452550,COOLCAPS,bonus,BONUS 1:1,2.0,2025-07-04,nse_corp_actions:sme
452518,COOLCAPS,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,5.0,2025-07-04,nse_corp_actions:sme
INE558D01013,CORALFINAC,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2017-08-03,nse_corp_actions:equities
INE108J01022,CORALHUB,bonus,Bonus 1:2,1.5,2009-08-06,nse_corp_actions:equities
INE108J01022,CORALHUB,split,Fv Split Rs.10/- To Re.1/,10.0,2009-02-27,nse_corp_actions:equities
INE169A01023,COROMANDEL,split,Face Value Split From Rs.2/- To Re.1/-,2.0,2010-12-23,nse_corp_actions:equities
INE112A01015,CORPBANK,split,Face Valus Split (Sub-Division) - From Rs 10/- Per To Rs 2/- Per Share,5.0,2015-01-22,nse_corp_actions:equities
INE757A01017,COSMOFIRST,bonus,Bonus 1:2,1.5,2022-06-16,nse_corp_actions:equities
INE695B01025,COUNCODOS,bonus,Bonus 2:1,3.0,2009-09-04,nse_corp_actions:equities
INE008I01018,COX&KINGS,split,Face Value Split From Rs.10/- To Rs.5/-,2.0,2011-06-21,nse_corp_actions:equities
INE007A01017,CRISIL,split,Face Value Split From Rs.10/- To Re.1/-,10.0,2011-09-28,nse_corp_actions:equities
356378,CROWN,bonus,BONUS 4:1,5.0,2021-10-18,nse_corp_actions:sme
INE491A01021,CUB,bonus,Bonus 1:10,1.1,2018-07-10,nse_corp_actions:equities
INE491A01021,CUB,bonus,Bonus 1:10,1.1,2017-07-13,nse_corp_actions:equities
INE491A01021,CUB,split,Fv Split Rs.10/- To Re.1/,10.0,2008-01-23,nse_corp_actions:equities
INE298A01020,CUMMINSIND,bonus,Bonus 2:5,1.4,2011-09-20,nse_corp_actions:equities
INE509F01011,CUPID,bonus,Bonus 4:1,5.0,2026-03-09,nse_corp_actions:equities
INE509F01011,CUPID,bonus,Bonus 1:1,2.0,2024-04-04,nse_corp_actions:equities
INE509F01011,CUPID,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-04-04,nse_corp_actions:equities
INE509F01011,CUPID,bonus,Bonus 1:5,1.2,2018-10-11,nse_corp_actions:equities
INE136B01020,CYIENT,bonus,Bonus 1:1,2.0,2010-06-10,nse_corp_actions:equities
INE016A01026,DABUR,bonus,Bonus 1:1,2.0,2010-09-08,nse_corp_actions:equities
INE497D01014,DAMODARIND,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2018-10-25,nse_corp_actions:equities
INE688Y01014,DANGEE,bonus,Bonus 1:2,1.5,2022-09-06,nse_corp_actions:equities
INE688Y01014,DANGEE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2022-09-06,nse_corp_actions:equities
INE179G01011,DAVANGERE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-05-31,nse_corp_actions:equities
INE137G01027,DCHL,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-03-13,nse_corp_actions:equities
360508,DCI,bonus,BONUS 1:1,2.0,2022-01-10,nse_corp_actions:sme
INE583C01013,DECCANCE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2017-09-11,nse_corp_actions:equities
INE288B01011,DEEPAKNTR,bonus+split,Bonus 1 : 1 / Face Value Split From Rs 10/- Each To Rs 2/- Each,10.0,2014-06-20,nse_corp_actions:equities
INE0FHS01016,DEEPINDS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2023-04-10,nse_corp_actions:equities
INE726L01019,DELPHIFX,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2026-02-13,nse_corp_actions:equities
INE726L01019,DELPHIFX,bonus,Bonus 2:1,3.0,2026-02-13,nse_corp_actions:equities
INE124G01033,DELTACORP,split,Fv Split Rs.10/- To Re.1/,10.0,2008-01-15,nse_corp_actions:equities
INE060X01018,DEVIT,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share,2.5,2025-08-21,nse_corp_actions:equities
INE060X01018,DEVIT,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2022-11-25,nse_corp_actions:equities
357082,DEVIT,bonus,BONUS 1:1,2.0,2021-10-21,nse_corp_actions:sme
INE456C01012,DFMFOODS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2018-11-01,nse_corp_actions:equities
INE406H01016,DHANUS,bonus,Bonus 12:5,3.4,2011-08-29,nse_corp_actions:equities
INE278R01034,DHARAN,bonus,Bonus 1:1,2.0,2025-04-04,nse_corp_actions:equities
INE278R01034,DHARAN,bonus,Bonus 4:1,5.0,2021-08-12,nse_corp_actions:equities
INE278R01034,DHARAN,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2021-08-12,nse_corp_actions:equities
INE278R01034,DHARAN,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2020-07-02,nse_corp_actions:equities
467678,DHARIWAL,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,5.0,2026-02-06,nse_corp_actions:sme
INE202B01012,DHFL,bonus,Bonus 1:1,2.0,2015-09-09,nse_corp_actions:equities
INE989C01020,DIACABS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-12-03,nse_corp_actions:equities
INE989C01012,DIAPOWER,bonus,Bonus 1:3,1.333333,2013-08-26,nse_corp_actions:equities
463280,DIGIKORE,bonus,BONUS 1:1,2.0,2025-10-24,nse_corp_actions:sme
,DIGIKORE,split,Yahoo Finance (Ratio: 2.0),2.0,2025-10-10,yfinance
INE411Y01011,DIL,bonus,Bonus 1:1,2.0,2022-10-27,nse_corp_actions:equities
272277,DIRL,bonus,BONUS 1:1,2.0,2018-01-09,nse_corp_actions:sme
INE353G01020,DISHMAN,bonus,Bonus 1:1,2.0,2016-05-02,nse_corp_actions:equities
INE361B01024,DIVISLAB,bonus,Bonus 1:1,2.0,2015-09-23,nse_corp_actions:equities
INE361B01024,DIVISLAB,split,Agm/Fv Split Rs10 To Rs2,5.0,2007-08-03,nse_corp_actions:equities
INE935N01012,DIXON,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2021-03-18,nse_corp_actions:equities
INE0B1K01014,DJML,bonus,Bonus 2:1,3.0,2024-08-09,nse_corp_actions:equities
INE325C01027,DOLLAR,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2017-08-31,nse_corp_actions:equities
INE920A01029,DOLPHIN,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-01-25,nse_corp_actions:equities
INE920A01011,DOLPHINOFF,bonus,Agm/ Div-Rs.3 / Bonus 2:5,1.4,2009-06-29,nse_corp_actions:equities
INE920A01011,DOLPHINOFF,bonus,Bonus 3:5,1.6,2007-01-11,nse_corp_actions:equities
INE360C01016,DPSCLTD,bonus+split,Bonus 22:1 And Face Value Split From Rs.10/- To Re.1/-,230.0,2011-12-15,nse_corp_actions:equities
INE864X01013,DPWIRES,bonus,Bonus 1:7,1.142857,2023-11-08,nse_corp_actions:equities
INE03RS01019,DRCSYSTEMS,bonus,Bonus 2:1,3.0,2024-02-27,nse_corp_actions:equities
INE03RS01019,DRCSYSTEMS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2022-03-16,nse_corp_actions:equities
INE089A01023,DRREDDY,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2024-10-28,nse_corp_actions:equities
INE089A01023,DRREDDY,bonus,Bonus 1:1,2.0,2006-08-28,nse_corp_actions:equities
INE741L01018,DUCON,bonus,Bonus 1:10,1.1,2022-04-18,nse_corp_actions:equities
390863,DUGLOBAL,bonus,BONUS 3:1,4.0,2023-06-02,nse_corp_actions:sme
368650,DUGLOBAL,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS10/- PER SHARE TO RS 2/- PER SHARE,5.0,2022-06-30,nse_corp_actions:sme
INE477B01010,DVL,bonus,Bonus 1:2,1.5,2021-08-05,nse_corp_actions:equities
INE366A01033,DWARKESH,split,Annual General Meeting/Dividend - Rs 10 Per Share/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share (Purpose Revised),1.0,2017-08-10,nse_corp_actions:equities
INE600Y01019,DYCL,bonus,Bonus 1:1,2.0,2025-07-11,nse_corp_actions:equities
INE255Z01019,E2E,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2026-06-05,nse_corp_actions:equities
INE07O001018,EASEMYTRIP,bonus,Bonus 1:1,2.0,2024-11-29,nse_corp_actions:equities
INE07O001018,EASEMYTRIP,bonus,Bonus 3:1,4.0,2022-11-21,nse_corp_actions:equities
INE07O001018,EASEMYTRIP,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2022-11-21,nse_corp_actions:equities
INE07O001018,EASEMYTRIP,bonus,Bonus 1:1,2.0,2022-02-28,nse_corp_actions:equities
INE962C01027,EASTSILK,split,Fv Split Rs.10/- To Rs.2/,5.0,2008-06-27,nse_corp_actions:equities
INE268C01029,EASUNREYRL,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-07-31,nse_corp_actions:equities
INE738I01010,ECLERX,bonus,Bonus 1:1,2.0,2026-03-13,nse_corp_actions:equities
INE738I01010,ECLERX,bonus,Bonus 1:2,1.5,2022-09-21,nse_corp_actions:equities
INE738I01010,ECLERX,bonus,Bonus 1:3,1.333333,2015-12-17,nse_corp_actions:equities
INE738I01010,ECLERX,bonus,Bonus 1:2,1.5,2010-07-23,nse_corp_actions:equities
INE532F01047,EDELWEISS,bonus+split,Face Value Split From Rs.5/- To Re.1/- And Bonus 1:1,10.0,2010-08-10,nse_corp_actions:equities
INE216H01027,EDUCOMP,split,Fv Split Rs.10/- To Rs.2/,5.0,2009-10-27,nse_corp_actions:equities
INE066A01013,EICHERMOT,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2020-08-24,nse_corp_actions:equities
INE126A01023,EIDPARRY,split,Face Value Split From Rs.2/- To Re.1/-,2.0,2010-12-23,nse_corp_actions:equities
INE276C01014,EIHAHOTELS,bonus,Bonus 1:1,2.0,2024-08-13,nse_corp_actions:equities
INE184H01027,EKC,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-08-21,nse_corp_actions:equities
INE205B01023,ELECON,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2024-07-19,nse_corp_actions:equities
INE205B01023,ELECON,bonus,Bonus 2:1,3.0,2007-10-10,nse_corp_actions:equities
INE205B01023,ELECON,split,Fv Split Rs.10/- To Rs.2/,5.0,2006-10-17,nse_corp_actions:equities
INE086A01029,ELECTCAST,split,Fv Split Rs.10/- To Re.1/,10.0,2007-09-17,nse_corp_actions:equities
INE285A01027,ELGIEQUIP,bonus,Bonus 1:1,2.0,2020-09-24,nse_corp_actions:equities
INE285A01027,ELGIEQUIP,bonus,Bonus 1:1,2.0,2010-12-14,nse_corp_actions:equities
INE548C01024,EMAMILTD,bonus,Bonus 1:1/Dividend- Rs 7 Per Share,2.0,2018-06-21,nse_corp_actions:equities
INE548C01024,EMAMILTD,bonus,Bonus 1:2 And Dividend Rs.8/- Per Share,1.5,2013-06-26,nse_corp_actions:equities
INE548C01024,EMAMILTD,split,Dividend Rs.6/- Per Share And Face Value Split From Rs.2/- To Re.1/-,3.0,2010-07-21,nse_corp_actions:equities
INE078A01026,EMCO,split,Fv Split Rs.10/- To Rs.2/,5.0,2008-03-14,nse_corp_actions:equities
285505,EMKAYTOOLS,bonus,BONUS 5:1,6.0,2018-09-24,nse_corp_actions:sme
INE510A01010,ENGINERSIN,bonus,Bonus 1:1,2.0,2016-12-30,nse_corp_actions:equities
,ENGINERSIN,split,Yahoo Finance (Ratio: 2.0),2.0,2010-05-06,yfinance
,ENGINERSIN,split,Yahoo Finance (Ratio: 3.0),3.0,1999-11-22,yfinance
435577,ENSER,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,5.0,2025-02-07,nse_corp_actions:sme
434799,ENSER,bonus,BONUS 1:1,2.0,2025-01-03,nse_corp_actions:sme
INE826A01028,ENTEGRA,bonus,Bonus 4:13,1.307692,2011-09-26,nse_corp_actions:equities
INE255A01020,EPL,bonus,Bonus 1:1,2.0,2018-06-20,nse_corp_actions:equities
INE255A01020,EPL,split,Fv Split Rs.10/- To Rs.2/,5.0,2006-06-08,nse_corp_actions:equities
434294,ESFL,bonus,BONUS 1:5,1.2,2024-12-13,nse_corp_actions:sme
INE418N01035,ESSENTIA,bonus,Bonus 1:1,2.0,2024-01-11,nse_corp_actions:equities
INE418N01035,ESSENTIA,split,Face Value Split (Sub-Division) - From Rs 3/- Per Share To Re 1/- Per Share,3.0,2022-02-03,nse_corp_actions:equities
INE961H01028,EVINIX,split,Fv Split Rs.10/- To Re.1/,10.0,2008-04-29,nse_corp_actions:equities
INE302A01020,EXIDEIND,split,Fv Split Rs.10/- To Re.1/,10.0,2006-09-08,nse_corp_actions:equities
INE0GFE01018,EXXARO,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-12-13,nse_corp_actions:equities
INE045J01018,FCL,bonus,Bonus 4:1,5.0,2025-10-31,nse_corp_actions:equities
INE045J01018,FCL,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2025-10-31,nse_corp_actions:equities
INE045J01018,FCL,split,Face Valus Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2015-06-11,nse_corp_actions:equities
INE045J01018,FCL,bonus,Bonus 1:1,2.0,2015-02-12,nse_corp_actions:equities
INE512B01022,FCSSOFT,bonus,Bonus 1:1,2.0,2010-02-26,nse_corp_actions:equities
INE512B01022,FCSSOFT,split,Fv Split Rs.10/- To Re.1/,10.0,2009-10-15,nse_corp_actions:equities
INE171A01011,FEDERALBNK,bonus,Bonus 1:1,2.0,2015-07-08,nse_corp_actions:equities
INE171A01011,FEDERALBNK,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2013-10-17,nse_corp_actions:equities
INE623B01027,FEL,split,Fv Split Rs.10/- To Rs.2/,5.0,2006-12-12,nse_corp_actions:equities
INE737H01014,FIEMIND,bonus,Bonus 1:1,2.0,2024-02-28,nse_corp_actions:equities
INE816B01019,FILATEX,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2022-12-27,nse_corp_actions:equities
INE816B01019,FILATEX,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2018-06-27,nse_corp_actions:equities
INE185E01013,FILATFASH,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2024-08-09,nse_corp_actions:equities
INE235A01022,FINCABLES,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-01-08,nse_corp_actions:equities
INE183A01016,FINPIPE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2021-04-15,nse_corp_actions:equities
INE771F01025,FISCHER,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2025-09-12,nse_corp_actions:equities
469355,FOCE,bonus,BONUS 7:5,2.4,2026-03-02,nse_corp_actions:sme
INE593W01010,FOCUS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2023-10-06,nse_corp_actions:equities
302535,FOCUS,bonus,BONUS 2:1,3.0,2019-07-22,nse_corp_actions:sme
250933,FOURTHDIM,bonus,BONUS 1:1,2.0,2017-02-02,nse_corp_actions:sme
INE524A01029,GABRIEL,bonus,Bonus 1:1,2.0,2012-07-12,nse_corp_actions:equities
INE036B01022,GAEL,bonus,Bonus 1:1,2.0,2024-03-15,nse_corp_actions:equities
INE036B01022,GAEL,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2020-10-01,nse_corp_actions:equities
INE129A01019,GAIL,bonus,Bonus 1:2,1.5,2022-09-06,nse_corp_actions:equities
INE129A01019,GAIL,bonus,Bonus 1:1,2.0,2019-07-09,nse_corp_actions:equities
INE129A01019,GAIL,bonus,Bonus 1:3,1.333333,2018-03-27,nse_corp_actions:equities
INE129A01019,GAIL,bonus,Bonus 1:3,1.333333,2017-03-09,nse_corp_actions:equities
INE129A01019,GAIL,bonus,Bonus 1:2,1.5,2008-10-06,nse_corp_actions:equities
INE528K01011,GALLISPAT,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2018-08-07,nse_corp_actions:equities
INE524B01027,GANDHITUBE,split,Fv Split Rs.10/- To Rs.5/,2.0,2008-03-17,nse_corp_actions:equities
INE460C01014,GANESHHOU,bonus,Bonus 1:2,1.5,2016-07-14,nse_corp_actions:equities
INE691Z01015,GANGAFORGE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2021-09-13,nse_corp_actions:equities
336495,GANGAFORGE,bonus,BONUS 1:3,1.333333,2021-01-11,nse_corp_actions:sme
INE276A01018,GARFIBRES,bonus,Bonus 4:1,5.0,2025-01-03,nse_corp_actions:equities
INE224E01028,GATECH,bonus,Bonus 1:4,1.25,2017-01-10,nse_corp_actions:equities
INE336H01015,GAYAPROJ,split,Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2017-02-10,nse_corp_actions:equities
,GBGLOBAL,split,Yahoo Finance (Ratio: 0.01),0.01,2021-06-03,yfinance
,GBGLOBAL,split,Yahoo Finance (Ratio: 0.1),0.1,2019-02-14,yfinance
INE852F01015,GDL,bonus,Bonus 1:4,1.25,2007-08-02,nse_corp_actions:equities
INE669X01016,GEEKAYWIRE,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2025-10-30,nse_corp_actions:equities
INE669X01016,GEEKAYWIRE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2023-10-23,nse_corp_actions:equities
INE878C01033,GEMINI,split,Fv Split Rs.5/- To Re.1/-,5.0,2008-09-17,nse_corp_actions:equities
INE878C01033,GEMINI,bonus,Bonus 1:1,2.0,2007-07-17,nse_corp_actions:equities
INE727B01018,GENESYS,split,Face Value Split From Rs.10/- To Rs.5/-,2.0,2010-06-23,nse_corp_actions:equities
INE06H201014,GENSOL,bonus,Bonus 2:1,3.0,2023-10-17,nse_corp_actions:equities
INE955D01011,GENUSPOWER,split,Face Value Split From Rs.10/- To Re.1/-,10.0,2010-10-22,nse_corp_actions:equities
INE371D01029,GEODESIC,bonus,Bonus 1:2,1.5,2007-08-17,nse_corp_actions:equities
INE007B01023,GEOJITFSL,split,Fv Split Rs.10/- To Re.1/,10.0,2006-09-26,nse_corp_actions:equities
INE538A01037,GFLLIMITED,split,Fv Split Rs.2/- To Re.1/-,2.0,2008-02-01,nse_corp_actions:equities
,GICL,split,Yahoo Finance (Ratio: 2.0),2.0,2025-10-15,yfinance
382356,GICL,bonus,BONUS 1:1,2.0,2022-10-12,nse_corp_actions:sme
